Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
IPR041794	Myosin VII, FERM domain C-lobe, repeat 2	interpro	domain		cd13199	
IPR041795	Myosin-XV, FERM domain C-lobe	interpro	domain		cd13201	
IPR041796	Mre11 nuclease, N-terminal metallophosphatase domain	interpro	domain		cd00840	
IPR041797	Myosin X, FERM domain C-lobe	interpro	domain		cd13202	
IPR041798	Otoconin-90, phospholipase A2-like domain	interpro	domain		cd04707	
IPR041799	Toll-interacting protein, CUE domain	interpro	domain		cd14363	
IPR041800	Activating signal cointegrator 1 complex subunit 2, CUE domain	interpro	domain		cd14364	
IPR041801	NEDD4-binding protein 2, CUE domain	interpro	domain		cd14365	
IPR041802	YfcE-like, metallophosphatase domain	interpro	domain		cd00841	
IPR041803	RNA polymerase II degradation factor 1, CUE domain	interpro	domain		cd14368	
IPR041804	Vacuolar protein sorting-associated protein 9, CUE domain	interpro	domain		cd14369	
IPR041805	Acid sphingomyelinase/endopolyphosphatase, metallophosphatase domain	interpro	domain		cd00842	
IPR041806	Polyadenylate-binding protein-interacting protein 5/6/7, CUE domain	interpro	domain		cd14371	
IPR041807	Cue5/Don1, CUE domain	interpro	domain		cd14372	
IPR041808	CUE domain-containing protein 3, CUE domain	interpro	domain		cd14373	
IPR041809	Ubiquitin-binding protein Cue2, CUE domain 1	interpro	domain		cd14374	
IPR041810	Ubiquitin-binding protein Cue2, CUE domain 2	interpro	domain		cd14375	
IPR041811	RAD23A/RAD23B, UBA1 domain	interpro	domain		cd14377	
IPR041812	Ubiquitin carboxyl-terminal hydrolase 5, UBA1 domain	interpro	domain		cd14383	
IPR041813	Alpha-2-macroglobulin, TED domain	interpro	domain		cd02897	
IPR041816	Lariat debranching enzyme, N-terminal metallophosphatase domain	interpro	domain		cd00844	
IPR041821	CG11883-like, N-terminal metallophosphatase domain	interpro	domain		cd07406	
IPR041823	YHR202W-like, N-terminal metallophosphatase domain	interpro	domain		cd07407	
IPR041825	SA0022-like, N-terminal metallophosphatase domain	interpro	domain		cd07408	
IPR041827	CpdB, N-terminal metallophosphatase domain	interpro	domain		cd07410	
IPR041829	SoxB, N-terminal metallophosphatase domain	interpro	domain		cd07411	
IPR041831	Endonuclease YhcR, metallophosphatase domain	interpro	domain		cd07412	
IPR041832	Synechococcus PhoA, N-terminal metallophosphatase domain	interpro	domain		cd08162	
IPR041834	Cdc1-like, metallophosphatase domain	interpro	domain		cd08163	
IPR041846	Early nodulin-like protein domain	interpro	domain		cd11019	
IPR041847	Cytosolic phospholipase A2, C2 domain	interpro	domain		cd04036	GO:0005509
IPR041849	Nectin-1, first immunoglobulin (Ig) domain	interpro	domain		cd05886	
IPR041850	Nectin-1, second immunoglobulin (Ig) domain	interpro	domain		cd05890	
IPR041852	ARHGAP6/36, RhoGAP domain	interpro	domain		cd04376	
IPR041853	Plexin-C1, Sema domain	interpro	domain		cd11246	
IPR041857	Rab effector Noc2, FYVE domain	interpro	domain		cd15763	
IPR041858	Calsequestrin, middle TRX-fold domain	interpro	domain		cd03066	
IPR041859	Calsequestrin, N-terminal TRX-fold domain	interpro	domain		cd03065	
IPR041860	Calsequestrin, C-terminal TRX-fold domain	interpro	domain		cd03074	
IPR041861	Nucleoredoxin, redox inactive TRX-like domain b'	interpro	domain		cd03071	
IPR041862	Endoplasmic reticulum resident protein 44, TRX-like domain b'	interpro	domain		cd03072	
IPR041863	DNA polymerase delta subunit 2, C-terminal domain	interpro	domain		cd07387	
IPR041864	Metallophosphatase TT1561	interpro	domain		cd07388	
IPR041865	Protein disulfide-isomerase A5, N-terminal TRX-like b domain	interpro	domain		cd03067	
IPR041866	Protein disulfide-isomerase A4, TRX-like domain b	interpro	domain		cd03068	
IPR041867	CPPED1, metallophosphatase domain	interpro	domain		cd07395	
IPR041868	Protein disulfide-isomerase A3, first redox inactive TRX-like domain b	interpro	domain		cd03069	
IPR041869	Manganese-dependent ADP-ribose/CDP-alcohol diphosphatase	interpro	domain		cd07396	
IPR041870	Endoplasmic reticulum resident protein 44, TRX-like domain b	interpro	domain		cd03070	
IPR041871	TMEM62, metallophosphatase domain	interpro	domain		cd07401	
IPR041872	Methionyl-tRNA synthetase, anticodon-binding domain	interpro	domain		cd07957	
IPR041873	PARMER_03128-like, N-terminal	interpro	domain		cd12106	
IPR041875	Syntaxin-8, SNARE domain	interpro	domain		cd15852	
IPR041879	YvgL-like, substrate binding domain	interpro	domain		cd13537	
IPR041880	Ankyrin repeat and SAM domain-containing protein 1, SAM repeat 1	interpro	domain		cd09499	
IPR041882	Ankyrin repeat and SAM domain-containing protein 1, SAM repeat 2	interpro	domain		cd09500	
IPR041886	Protein C-ets-1, pointed domain	interpro	domain		cd08542	
IPR041887	Receptor-type tyrosine-protein phosphatase, carbonic anhydrase domain	interpro	domain		cd03122	
IPR041888	ZN598/Hel2, RING finger	interpro	domain		cd16615	
IPR041889	Ecdysone receptor, ligand-binding domain	interpro	domain		cd06938	
IPR041894	ProX-like, substrate-binding domain	interpro	domain		cd13607	
IPR041897	Integrator complex subunit 11, MBL-fold	interpro	domain		cd16291	
IPR041900	Collagen alpha-3(VI) chain, vWA domain	interpro	domain		cd01481	
IPR041901	Rpa43, N-terminal ribonucleoprotein (RNP) domain	interpro	domain		cd04328	
IPR041903	Tyrosine 3-monooxygenase, catalytic domain	interpro	domain		cd03345	
IPR041904	Tryptophan 5-hydroxylase, catalytic domain	interpro	domain		cd03346	
IPR041905	Ribosomal protein S6 kinase alpha-3, C-terminal catalytic domain	interpro	domain		cd14176	
IPR041906	Ribosomal S6 kinase, N-terminal catalytic domain	interpro	domain		cd05582	
IPR041907	NAC-alpha domain-containing protein 1, UBA-like domain	interpro	domain		cd14416	
IPR041911	TAB2/3, CUE domain	interpro	domain		cd14362	
IPR041912	Eukaryotic phenylalanine-4-hydroxylase, catalytic domain	interpro	domain		cd03347	
IPR041915	Tudor domain-containing protein 3, UBA domain	interpro	domain		cd14282	
IPR041917	Trinucleotide repeat-containing gene 6C protein, UBA domain	interpro	domain		cd14283	
IPR041918	HUWE1, UBA domain	interpro	domain		cd14288	
IPR041923	UBXN1, UBA domain	interpro	domain		cd14302	
IPR041924	Formate dehydrogenase H, N-terminal	interpro	domain		cd02753	
IPR041925	Formate dehydrogenase H, molybdopterin-binding domain	interpro	domain		cd02790	
IPR041926	UBAC1, UBA domain 1	interpro	domain		cd14303	
IPR041927	UBAC1, UBA domain 2	interpro	domain		cd14304	
IPR041928	UBAC2, UBA domain	interpro	domain		cd14305	
IPR041929	Tetrathionate reductase subunit A, N-terminal	interpro	domain		cd02758	
IPR041930	Acetylene hydratase	interpro	domain		cd02759	
IPR041932	Phenylacetyl-CoA:acceptor oxidoreductase, N-terminal	interpro	domain		cd02760	
IPR041933	BIRC2/BIRC3, UBA domain	interpro	domain		cd14394	
IPR041937	SPRE, EVH1 domain	interpro	domain		cd10574	
IPR041945	Putative dimethyl sulfoxide reductase catalytic subunit A, C-terminal	interpro	domain		cd02785	
IPR041946	GPR156, 7TM domain	interpro	domain		cd15292	
IPR041947	PHF13, PHD finger	interpro	domain		cd15632	
IPR041949	STARD7, START domain	interpro	domain		cd08911	
IPR041950	STARD2, START domain	interpro	domain		cd08910	
IPR041951	STARD10, START domain	interpro	domain		cd08871	
IPR041952	STARD11, START domain	interpro	domain		cd08872	
IPR041953	YdeP, molybdopterin-binding oxidoreductase-like domain	interpro	domain		cd02767	
IPR041954	Trimethylamine-N-oxide reductase-like, molybdopterin-binding domain	interpro	domain		cd02793	
IPR041955	ATX3/4/5, ePHD domain	interpro	domain		cd15663	
IPR041956	ATX1/2, ePHD domain	interpro	domain		cd15662	
IPR041957	Nitrate reductase NapA-like, molybdopterin-binding domain	interpro	domain		cd02791	
IPR041958	KMT2A, ePHD domain	interpro	domain		cd15693	
IPR041959	KMT2B, ePHD domain	interpro	domain		cd15694	
IPR041961	KMT2D, ePHD1 domain	interpro	domain		cd15695	
IPR041964	KMT2D, ePHD2 domain	interpro	domain		cd15698	
IPR041967	KMT2C, ePHD1	interpro	domain		cd15696	
IPR041968	KMT2C, ePHD2	interpro	domain		cd15697	
IPR041969	Vacuolar protein sorting-associated protein 13D, UBA domain	interpro	domain		cd14306	
IPR041970	Rup1, UBA domain	interpro	domain		cd14307	
IPR041971	Gawky, UBA domain	interpro	domain		cd14284	
IPR041972	Transcription factor 20, ePHD domain	interpro	domain		cd15699	
IPR041973	Spt5, KOW domain repeat 1	interpro	domain		cd06081	
IPR041974	Ubiquitin carrier protein 27, UBA domain	interpro	domain		cd14312	
IPR041975	Spt5, KOW domain repeat 2	interpro	domain		cd06082	
IPR041976	Spt5, KOW domain repeat 3	interpro	domain		cd06083	
IPR041977	Spt5, KOW domain repeat 4	interpro	domain		cd06084	
IPR041978	Spt5, KOW domain repeat 5	interpro	domain		cd06085	
IPR041980	Spt5, KOW domain repeat 6	interpro	domain		cd06086	
IPR041981	ZZZ3, zinc finger, ZZ-type	interpro	domain		cd02341	
IPR041982	Ribosomal protein S4, KOW domain	interpro	domain		cd06087	
IPR041983	ADA2-like, zinc finger, ZZ-type	interpro	domain		cd02335	
IPR041984	Rsc8/Ssr1/Ssr2, zinc finger, ZZ-type	interpro	domain		cd02336	
IPR041985	Ribosomal protein L14, KOW motif	interpro	domain		cd06088	
IPR041986	ZZEF1, zinc finger, ZZ-type	interpro	domain		cd02343	
IPR041987	HERC2, zinc finger, ZZ-type	interpro	domain		cd02344	
IPR041988	Ribosomal protein L26/L24, KOW domain	interpro	domain		cd06089	GO:0003723
IPR041989	TOPK, catalytic domain	interpro	domain		cd14001	GO:0004674
IPR041991	Eukaryotic Ribosomal Protein L27, KOW domain	interpro	domain		cd06090	
IPR041992	SMCT1, solute-binding domain	interpro	domain		cd11519	
IPR041993	G-patch domain and KOW motifs-containing protein, KOW 1	interpro	domain		cd13152	
IPR041994	G-patch domain and KOW motifs-containing protein, KOW 2	interpro	domain		cd13153	
IPR041995	Kin17, KOW domain	interpro	domain		cd13155	
IPR041996	FAM83H, N-terminal phospholipase D-like domain	interpro	domain		cd09188	
IPR041997	Ribosomal Protein L6, KOW domain	interpro	domain		cd13156	
IPR041998	Histamine H3 receptor, 7TM	interpro	domain		cd15296	
IPR042004	BRPF2, ePHD domain	interpro	domain		cd15702	
IPR042005	BRPF3, ePHD domain	interpro	domain		cd15703	
IPR042008	BRPF1, PHD domain	interpro	domain		cd15676	
IPR042009	BRPF2, PHD domain	interpro	domain		cd15677	
IPR042010	ATX1/2, PHD domain	interpro	domain		cd15494	
IPR042011	ATX3/4/5, PHD domain	interpro	domain		cd15495	
IPR042012	PHF7/G2E3, PHD domain	interpro	domain		cd15496	
IPR042013	PHF7/G2E3, ePHD domain	interpro	domain		cd15669	
IPR042014	MTF2, PHD domain 1	interpro	domain		cd15578	
IPR042015	MTF2, PHD domain 2	interpro	domain		cd15580	
IPR042017	PHF19, PHD domain 2	interpro	domain		cd15581	
IPR042019	ING2, PHD domain	interpro	domain		cd15683	
IPR042020	ING3, PHD domain	interpro	domain		cd15585	
IPR042023	KMT2A, PHD domain 1	interpro	domain		cd15588	
IPR042025	KMT2A, PHD domain 2	interpro	domain		cd15590	
IPR042026	Peripherin, extracellular domain	interpro	domain		cd03162	
IPR042028	CD63, extracellular domain	interpro	domain		cd03166	
IPR042030	Chaperone protein HscC, nucleotide-binding domain	interpro	domain		cd10235	
IPR042039	HscA chaperone, nucleotide-binding domain	interpro	domain		cd10236	
IPR042049	Heat shock 70kDa protein 14, nucleotide-binding domain	interpro	domain		cd10238	
IPR042050	Endoplasmic reticulum chaperone BIP, nucleotide-binding domain	interpro	domain		cd10241	
IPR042052	HSPA4, nucleotide-binding domain	interpro	domain		cd11737	
IPR042053	HSPH1, nucleotide-binding domain	interpro	domain		cd11739	
IPR042055	CD9, extracellular domain	interpro	domain		cd03152	
IPR042056	E3 ubiquitin-protein ligase MIB1/2, zinc finger, ZZ-type	interpro	domain		cd02339	
IPR042057	Plant lipoxygenase, PLAT/LH2 domain	interpro	domain		cd01751	
IPR042058	UNC5D, Death domain	interpro	domain		cd08801	
IPR042059	SUSD5, Link domain	interpro	domain		cd03521	
IPR042060	Polycystin-1 like, PLAT/LH2 domain	interpro	domain		cd01752	
IPR042061	Peregrin, ePHD domain	interpro	domain		cd15701	
IPR042062	Lipoxygenase, vertebrates, PLAT domain	interpro	domain		cd01753	
IPR042064	POLG2, C-terminal	interpro	domain		cd02426	
IPR042067	Sip3, PH domain	interpro	domain		cd13280	
IPR042068	Semaphorin-1A, sema domain	interpro	domain		cd11237	GO:0030215
IPR042069	CLIC5, C-terminal GST domain	interpro	domain		cd10297	
IPR042091	Ska2, N-terminal	interpro	domain		PF16740	
IPR042128	NuoE domain	interpro	domain		cd03064	
IPR042130	SNX7, PX domain	interpro	domain		cd07284	
IPR042131	SNX7, BAR domain	interpro	domain		cd07666	
IPR042132	Ribosomal protein S6 kinase delta-1, PX domain	interpro	domain		cd07287	
IPR042133	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha, PX domain	interpro	domain		cd07289	
IPR042134	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta, PX domain	interpro	domain		cd07290	
IPR042135	SNX5, PX domain	interpro	domain		cd07291	GO:0035091
IPR042136	SNX6, PX domain	interpro	domain		cd07292	
IPR042137	Vertebrate SNX3,  PX domain	interpro	domain		cd07293	GO:1901981
IPR042138	Fungal SNX3, PX domain	interpro	domain		cd07295	GO:0032266
IPR042139	Rho GTPase-activating protein 32, PX domain	interpro	domain		cd07298	GO:1901981
IPR042140	CARD10, CARD domain	interpro	domain		cd08807	
IPR042141	CARD11, CARD domain	interpro	domain		cd08808	
IPR042142	CARD9, CARD domain	interpro	domain		cd08809	
IPR042143	BCL10, CARD domain	interpro	domain		cd08810	
IPR042144	IPS1, CARD domain	interpro	domain		cd08811	
IPR042145	RIG-I, CARD domain repeat 2	interpro	domain		cd08817	
IPR042146	BinCARD, CARD domain	interpro	domain		cd13785	
IPR042147	CASP9, CARD domain	interpro	domain		cd08326	
IPR042148	RAIDD, CARD domain	interpro	domain		cd08327	
IPR042149	RIP2, CARD domain	interpro	domain		cd08786	
IPR042151	IRAK2, death domain	interpro	domain		cd08795	
IPR042153	VDR, DNA-binding domain	interpro	domain		cd06955	GO:0043565
IPR042154	UNC5C, death domain	interpro	domain		cd08799	
IPR042155	UNC5A, death domain	interpro	domain		cd08800	
IPR042156	UNC5B, death domain	interpro	domain		cd08802	
IPR042371	Z-alpha domain	interpro	domain		SM00550,PF02295	
IPR042577	EYA domain, metazoan	interpro	domain		cd02601	GO:0007275
IPR042579	XIAP/BIRC8, UBA domain	interpro	domain		cd14395	
IPR042580	AIRE, PHD finger 2	interpro	domain		cd15540	
IPR042581	VAMP5, SNARE motif	interpro	domain		cd15872	
IPR042582	Semaphorin-3D, Sema domain	interpro	domain		cd11252	
IPR042583	MARCH10, RING-CH finger, C4HC3-type	interpro	domain		cd16813	
IPR042599	Vertebrate ubiquitin-conjugating enzyme E2 K, UBA domain	interpro	domain		cd14390	
IPR042614	Ubiquitin-conjugating enzyme E2-22kDa (UbcD4) , UBA domain	interpro	domain		cd14391	
IPR042615	DHX57, UBA domain	interpro	domain		cd14317	
IPR042650	ASZ1, SAM domain	interpro	domain		cd09521	
IPR042656	E3 ubiquitin-protein ligase TRIM68, RING finger, HC subclass	interpro	domain		cd16610	
IPR042666	Serine/threonine-protein kinase Nek10, catalytic domain	interpro	domain		cd08528	GO:0004674
IPR042667	E3 ubiquitin-protein ligase TRIM63, RING finger, HC subclass	interpro	domain		cd16759	
IPR042688	Lmx1a, first LIM domain	interpro	domain		cd09370	
IPR042693	ETS-related transcription factor Elf-3, pointed domain	interpro	domain		cd08537	
IPR042694	Proline-serine-threonine phosphatase-interacting protein 2, F-BAR domain	interpro	domain		cd07672	
IPR042695	ACAP3, BAR domain	interpro	domain		cd07637	
IPR042696	Calcium/calmodulin-dependent protein kinase type 1B, catalytic domain	interpro	domain		cd14169	GO:0004683
IPR042697	Nuclear receptor-binding protein 2, pseudokinase domain	interpro	domain		cd14035	
IPR042698	Interleukin-1 receptor-associated kinase 3, pseudokinase domain	interpro	domain		cd14160	
IPR042699	E3 ubiquitin-protein ligase TRIM58, RING finger, HC subclass	interpro	domain		cd16606	
IPR042700	Sodium-coupled monocarboxylate transporter 2, solute-binding domain	interpro	domain		cd11520	
IPR042701	B0AT3, solute-binding domain	interpro	domain		cd11517	
IPR042702	Myosin-13, motor domain	interpro	domain		cd14923	
IPR042703	Serine/threonine-protein kinase PLK3, catalytic domain	interpro	domain		cd14189	GO:0004674
IPR042704	Serine/threonine-protein kinase 17A, catalytic domain	interpro	domain		cd14197	GO:0004674
IPR042706	Serine/threonine-protein kinase LATS1,  catalytic domain	interpro	domain		cd05625	GO:0004674
IPR042708	HSPA4L, nucleotide-binding domain	interpro	domain		cd11738	
IPR042709	Testis-specific serine/threonine-protein kinase 3, catalytic domain	interpro	domain		cd14163	GO:0004674
IPR042710	Testis-specific serine/threonine-protein kinase 6, catalytic domain	interpro	domain		cd14164	GO:0004674
IPR042711	CD80, immunoglobulin variable domain	interpro	domain		cd16086	
IPR042712	E3 ubiquitin-protein ligase RNF149, RING finger, H2 subclass	interpro	domain		cd16804	
IPR042713	TIF1-beta, RING finger, HC subclass	interpro	domain		cd16765	
IPR042714	Tau-tubulin kinase 1, catalytic domain	interpro	domain		cd14130	GO:0004674
IPR042715	Rhophilin-1, BRO1 domain	interpro	domain		cd09248	
IPR042716	E3 ubiquitin-protein ligase RNF114, RING finger, HC subclass	interpro	domain		cd16540	
IPR042717	Myosin light chain kinase 2, catalytic domain	interpro	domain		cd14190	GO:0004687
IPR042718	Serine/threonine-protein kinase MRCK beta, catalytic domain	interpro	domain		cd05624	GO:0004674
IPR042719	Plexin-D1, sema domain	interpro	domain		cd11247	
IPR042720	Piccolo, FYVE-related domain 1	interpro	domain		cd15774	
IPR042721	Transposase A from transposon Tn554, C-terminal catalytic domain	interpro	domain		cd01186	
IPR042722	RelA-associated inhibitor, SH3 domain	interpro	domain		cd11952	
IPR042723	RNF135, PRY/SPRY domain	interpro	domain		cd12902	
IPR042732	WWOX, classical (c)-like SDR domain	interpro	domain		cd09809	
IPR042733	WDFY1, FYVE domain	interpro	domain		cd15756	
IPR042735	FCHo1, F-BAR domain	interpro	domain		cd07674	
IPR042736	CAPN2, penta-EF hand, calcium binding motif	interpro	domain		cd16199	GO:0005509
IPR042741	RING1 , RING finger, HC subclass	interpro	domain		cd16739	
IPR042742	Frizzled-7, cysteine-rich Wnt-binding domain	interpro	domain		cd07466	
IPR042743	Serine/threonine-protein kinase 10, catalytic domain	interpro	domain		cd06644	GO:0004674
